"date","reproduction_rate","metric","mobility_change_from_baseline"
"2020-06-26",0.91,"2",-19
"2020-06-26",0.91,"3",0
"2020-06-27",0.88,"4",-6
"2020-06-27",0.88,"5",1
"2020-06-27",0.88,"6",233
"2020-06-27",0.88,"1",1
"2020-06-27",0.88,"2",5
"2020-06-27",0.88,"3",-4
"2020-06-28",0.85,"4",3
"2020-06-28",0.85,"5",-2
"2020-06-28",0.85,"6",102
"2020-06-28",0.85,"1",-15
"2020-06-28",0.85,"2",3
"2020-06-28",0.85,"3",-1
"2020-06-29",0.84,"4",15
"2020-06-29",0.84,"5",4
"2020-06-29",0.84,"6",185
"2020-06-29",0.84,"1",-17
"2020-06-29",0.84,"2",-29
"2020-06-29",0.84,"3",4
"2020-06-30",0.83,"4",23
"2020-06-30",0.83,"5",13
"2020-06-30",0.83,"6",127
"2020-06-30",0.83,"1",-17
"2020-06-30",0.83,"2",-29
"2020-06-30",0.83,"3",4
"2020-07-01",0.81,"4",20
"2020-07-01",0.81,"5",7
"2020-07-01",0.81,"6",177
"2020-07-01",0.81,"1",-14
"2020-07-01",0.81,"2",-29
"2020-07-01",0.81,"3",3
"2020-07-02",0.8,"4",20
"2020-07-02",0.8,"5",8
"2020-07-02",0.8,"6",224
"2020-07-02",0.8,"1",-15
"2020-07-02",0.8,"2",-31
"2020-07-02",0.8,"3",3
"2020-07-03",0.8,"4",6
"2020-07-03",0.8,"5",-1
"2020-07-03",0.8,"6",158
"2020-07-03",0.8,"1",-18
"2020-07-03",0.8,"2",-32
"2020-07-03",0.8,"3",3
"2020-07-04",0.81,"4",-6
"2020-07-04",0.81,"5",-2
"2020-07-04",0.81,"6",66
"2020-07-04",0.81,"1",-11
"2020-07-04",0.81,"2",-5
"2020-07-04",0.81,"3",-1
"2020-07-05",0.82,"4",9
"2020-07-05",0.82,"5",-3
"2020-07-05",0.82,"6",90
"2020-07-05",0.82,"1",-15
"2020-07-05",0.82,"2",-4
"2020-07-05",0.82,"3",0
"2020-07-06",0.83,"4",22
"2020-07-06",0.83,"5",5
"2020-07-06",0.83,"6",184
"2020-07-06",0.83,"1",-21
"2020-07-06",0.83,"2",-42
"2020-07-06",0.83,"3",6
"2020-07-07",0.88,"4",23
"2020-07-07",0.88,"5",6
"2020-07-07",0.88,"6",220
"2020-07-07",0.88,"1",-18
"2020-07-07",0.88,"2",-41
"2020-07-07",0.88,"3",5
"2020-07-08",0.94,"4",22
"2020-07-08",0.94,"5",3
"2020-07-08",0.94,"6",245
"2020-07-08",0.94,"1",-16
"2020-07-08",0.94,"2",-40
"2020-07-08",0.94,"3",4
"2020-07-09",1.01,"4",19
"2020-07-09",1.01,"5",3
"2020-07-09",1.01,"6",288
"2020-07-09",1.01,"1",-16
"2020-07-09",1.01,"2",-40
"2020-07-09",1.01,"3",4
"2020-07-10",1.09,"4",3
"2020-07-10",1.09,"5",-4
"2020-07-10",1.09,"6",187
"2020-07-10",1.09,"1",-24
"2020-07-10",1.09,"2",-41
"2020-07-10",1.09,"3",5
"2020-07-11",1.16,"4",0
"2020-07-11",1.16,"5",-1
"2020-07-11",1.16,"6",192
"2020-07-11",1.16,"1",2
"2020-07-11",1.16,"2",-3
"2020-07-11",1.16,"3",-3
"2020-07-12",1.25,"4",12
"2020-07-12",1.25,"5",-3
"2020-07-12",1.25,"6",178
"2020-07-12",1.25,"1",-7
"2020-07-12",1.25,"2",-5
"2020-07-12",1.25,"3",-2
"2020-07-13",1.33,"4",29
"2020-07-13",1.33,"5",6
"2020-07-13",1.33,"6",358
"2020-07-13",1.33,"1",-16
"2020-07-13",1.33,"2",-53
"2020-07-13",1.33,"3",6
"2020-07-14",1.33,"4",26
"2020-07-14",1.33,"5",6
"2020-07-14",1.33,"6",301
"2020-07-14",1.33,"1",-19
"2020-07-14",1.33,"2",-53
"2020-07-14",1.33,"3",7
"2020-07-15",1.33,"4",24
"2020-07-15",1.33,"5",3
"2020-07-15",1.33,"6",307
"2020-07-15",1.33,"1",-20
"2020-07-15",1.33,"2",-52
"2020-07-15",1.33,"3",7
"2020-07-16",1.33,"4",23
"2020-07-16",1.33,"5",4
"2020-07-16",1.33,"6",383
"2020-07-16",1.33,"1",-17
"2020-07-16",1.33,"2",-52
"2020-07-16",1.33,"3",6
